197	2016	1	13	30484984	30409745	5590.78	3477.37	1
198	2014	2	27	30437696	30244805	2836.17	3450.31	0
199	2010	7	5	30362919	30805152	2592.47	9103.36	0
200	2020	4	28	30210278	30686520	3582.88	7438.83	0
201	2003	1	23	30683359	30721128	3746.14	5327.37	0
202	2012	12	2	30160111	30925851	908.5	4796.63	0
203	2007	3	20	30796909	30623060	7610.71	84.77	1
204	2005	9	6	30549678	30587190	8035.63	5095.56	1
205	2004	8	28	30508536	30834118	1165.75	3012.86	0
206	2008	3	14	30086967	30752673	435.62	421.6	1
207	2008	2	25	30659636	30225715	499.23	8777.82	0
208	2021	12	18	30064680	30142554	632.21	9513.96	0
209	2011	6	19	30041638	30226711	9652.73	3030.53	1
210	2007	9	13	30890763	30335804	8003.79	6444.13	1
211	2024	5	6	30928383	30065828	7682.26	9536.78	0
212	2022	9	16	30416213	30340922	1626.42	5180.26	0
213	2008	12	12	30605722	30128194	5629.57	2259.24	1
214	2014	2	8	30276897	30614648	771.83	1276.69	0
215	2018	5	23	30796421	30781796	2426.22	8666.5	0
216	2019	4	26	30273689	30746729	4019.67	3275.11	1
217	2020	3	18	30003900	30797448	4534.85	7274.24	0
218	2007	5	11	30542413	30500276	8289.3	2394.23	1
219	2004	9	27	30818967	30822645	3240.54	3449.93	0
220	2010	6	23	30884734	30158747	6003.38	3607.21	1
221	2009	2	16	30015768	30872470	2140.54	6568.9	0
222	2022	9	12	30700326	30620858	1271.39	3887.59	0
223	2017	5	13	30333345	30607517	2696.25	1397.87	1
224	2008	8	24	30609276	30602949	5896.12	8859.3	0
225	2001	7	11	30179673	30441703	6823.55	8803.56	0
226	2020	11	22	30656293	30041246	1398.61	4248.67	0
227	2001	1	22	30706467	30328571	3136.48	1773.52	1
228	2018	3	12	30316654	30600825	347.52	5342.09	0
229	2000	3	20	30869331	30143392	3881.6	9185.09	0
230	2004	5	7	30047263	30240800	1512.54	4081.38	0
231	2011	3	16	30362453	30677563	492.36	60.54	1
232	2002	12	5	30396307	30019333	8554.09	7934.2	1
233	2004	4	4	30402013	30413847	7915.87	2224.83	1
234	2021	6	19	30052239	30093772	9066.35	6635.86	1
235	2012	3	7	30203159	30522515	9389.82	2893.61	1
236	2008	2	23	30609879	30574994	2951.79	9157.51	0
237	2017	8	12	30197591	30007123	400.09	4186.03	0
238	2004	12	8	30176416	30399261	1942.62	4074.57	0
239	2015	12	13	30226336	30865242	2188.89	963.4	1
240	2012	3	23	30241235	30328985	9678.21	7605.56	1
241	2004	5	10	30540233	30372580	7021.95	8667.47	0
242	2018	11	7	30234644	30469934	61.95	8968.35	0
243	2009	3	17	30021527	30404428	2595.94	5070.72	0
244	2005	1	10	30019854	30498026	5691.9	1883.17	1
245	2011	6	3	30992076	30011963	9819.53	403.1	1
246	2022	10	23	30701993	30191662	7794.28	5025.02	1
247	2001	9	13	30932441	30623193	1501.46	1691.29	0
248	2004	4	6	30680000	30621934	8985.5	3115.88	1
249	2024	5	22	30273794	30870374	4039.71	908.64	1
250	2005	8	25	30825799	30109372	3992.08	9804.19	0
251	2013	6	22	30604293	30116913	326.02	8785.14	0
252	2011	2	20	30101376	30366119	7664.57	9923.75	0
253	2005	8	26	30844598	30623430	5709.88	8172.0	0
254	2003	12	16	30086823	30441117	9148.24	471.29	1
255	2016	4	11	30590401	30348884	84.5	8688.46	0
256	2005	3	28	30932324	30570451	5784.03	2668.73	1
257	2017	2	28	30486333	30359582	4642.57	4119.23	1
258	2024	2	17	30461564	30358792	605.51	5166.67	0
259	2003	11	12	30967582	30172538	6462.11	4548.73	1
260	2018	10	19	30764003	30707063	2641.04	3572.49	0
261	2011	11	17	30333074	30102769	4385.7	2206.47	1
262	2023	9	6	30556553	30156375	6176.91	4127.99	1
263	2023	9	19	30375130	30624393	6824.94	5899.96	1
264	2010	4	9	30163073	30993455	9441.21	136.09	1
265	2006	5	16	30729357	30965968	1209.47	8821.58	0
266	2003	5	11	30779477	30748619	859.57	19.36	1
267	2005	3	23	30103607	30607389	2351.98	8487.6	0
268	2004	7	8	30752208	30272239	8959.39	8221.84	1
269	2006	7	6	30073490	30348143	5310.9	1321.22	1
270	2019	4	15	30462678	30599788	3004.4	8063.84	0
271	2012	8	8	30173983	30480624	8452.17	6046.39	1
272	2016	12	21	30935879	30691669	7815.45	7226.32	1
273	2020	11	4	30615098	30423684	7489.59	3467.58	1
274	2009	3	19	30380950	30654513	327.99	9490.28	0
275	2004	3	11	30926134	30875590	2837.55	9194.0	0
276	2013	7	5	30403756	30165417	7699.01	726.7	1
277	2021	5	21	30666696	30949332	2554.74	7604.93	0
278	2008	1	12	30847272	30043057	2794.88	49.09	1
279	2021	10	9	30501600	30286396	5495.07	6602.93	0
280	2013	3	28	30472009	30272189	995.24	2596.36	0
281	2010	6	11	30553401	30760553	3245.14	4395.13	0
282	2021	6	6	30445965	30140172	3497.58	5566.76	0
283	2001	2	23	30468575	30955035	9981.36	541.42	1
284	2001	1	15	30667997	30628831	7750.52	2987.44	1
285	2024	6	2	30248179	30214977	6248.3	1799.85	1
286	2016	5	8	30948644	30219149	1869.47	5269.64	0
287	2011	8	6	30334974	30899203	2041.47	8118.79	0
288	2022	8	28	30033995	30611244	3553.94	4176.64	0
289	2022	8	17	30002002	30634656	3491.42	2584.97	1
290	2008	1	3	30113703	30765122	5344.73	3760.15	1
291	2023	2	15	30247508	30008477	2569.71	4391.93	0
292	2011	11	23	30617263	30568517	106.84	9183.7	0
293	2012	8	9	30662620	30341398	9823.57	432.23	1
294	2014	10	25	30428973	30405549	5782.94	7968.81	0
295	2003	3	24	30903868	30597554	457.08	1861.06	0
296	2018	9	4	30222382	30140320	4899.77	4314.43	1
297	2012	4	23	30842251	30197100	1109.54	7971.72	0
298	2010	9	5	30177976	30610376	5656.23	4053.5	1
299	2011	7	13	30101824	30720790	3813.86	5784.74	0
300	2003	7	2	30876444	30810379	3575.12	5091.32	0
301	2012	7	12	30891746	30971218	6934.04	6079.03	1
302	2010	9	19	30347933	30342343	687.06	9106.33	0
303	2003	1	9	30664746	30340332	4396.72	633.16	1
304	2009	8	7	30668528	30220652	8643.1	9534.15	0
305	2007	9	22	30474655	30379693	5546.66	7384.5	0
306	2004	6	5	30135315	30401069	9755.4	2567.19	1
307	2006	3	5	30223129	30692397	3820.79	1356.99	1
308	2018	2	1	30138678	30759474	9906.1	9294.97	1
309	2000	6	9	30849395	30013976	8556.75	2020.67	1
310	2023	11	11	30183665	30119786	8180.63	1074.68	1
311	2015	6	28	30921137	30301713	1401.37	5218.97	0
312	2000	12	5	30076987	30454772	8033.54	1059.71	1
313	2005	11	2	30171781	30067028	8631.81	2779.34	1
314	2018	10	22	30042956	30637186	3900.43	5171.71	0
315	2001	5	12	30930010	30255905	2796.74	902.12	1
316	2000	8	10	30032600	30633579	7049.98	5184.48	1
317	2005	8	19	30332894	30155854	3915.8	7613.61	0
318	2001	2	2	30703657	30511875	5905.17	8065.89	0
319	2020	5	2	30423867	30703295	8515.16	1435.65	1
320	2016	2	25	30864813	30696169	6342.44	4720.15	1
321	2012	6	28	30144630	30147055	3333.91	3340.74	0
322	2021	7	27	30704428	30285168	9348.23	3022.39	1
323	2005	8	18	30681724	30713263	5122.02	8625.27	0
324	2008	5	11	30897245	30012741	4838.38	7335.68	0
325	2017	12	4	30731145	30932918	4245.15	4659.4	0
326	2017	7	15	30781621	30089667	8740.53	6892.16	1
327	2019	1	3	30000826	30258320	6133.99	3048.38	1
328	2004	8	12	30295150	30380044	4009.98	5141.1	0
329	2019	9	24	30420115	30307480	2023.35	3910.36	0
330	2006	8	21	30593724	30998153	2921.22	1953.23	1
331	2001	9	16	30509247	30991129	9843.0	5803.31	1
332	2023	3	23	30211569	30307489	5238.07	2131.58	1
333	2013	3	13	30967638	30126111	4228.11	2697.59	1
334	2021	6	10	30806322	30131852	4229.27	6398.63	0
335	2018	11	6	30122555	30701522	5183.9	40.69	1
336	2004	9	27	30978732	30199448	6129.6	1047.68	1
337	2013	7	12	30055285	30063346	4036.19	1777.61	1
338	2003	5	27	30746461	30487910	3985.46	7515.0	0
339	2005	8	17	30948562	30040927	4309.25	1399.05	1
340	2021	4	20	30223349	30999246	2626.82	7453.23	0
341	2016	10	25	30845476	30231972	4506.56	7426.75	0
342	2000	2	24	30048512	30946336	4767.85	8290.65	0
343	2003	6	2	30412199	30419750	3271.01	7595.91	0
344	2020	3	23	30421228	30253080	9745.09	9853.24	0
345	2024	1	23	30551897	30622600	2214.28	369.23	1
346	2016	2	25	30504181	30516067	3108.41	4059.16	0
347	2005	7	22	30036409	30181253	9679.46	3820.8	1
348	2011	4	2	30013289	30685712	2441.24	3059.5	0
349	2016	1	18	30083548	30741746	7703.56	1622.09	1
350	2024	5	1	30097858	30317940	7783.38	1872.88	1
351	2013	4	26	30176403	30141897	6075.57	8404.75	0
352	2021	10	12	30012896	30286505	6073.44	918.1	1
353	2002	8	9	30109979	30021614	7893.42	9063.74	0
354	2014	2	1	30520420	30928254	391.46	3543.84	0
355	2001	10	10	30644561	30140368	2157.12	997.94	1
356	2024	4	2	30662283	30030647	8172.47	6592.59	1
357	2021	2	6	30218350	30765446	7461.11	9962.75	0
358	2007	11	17	30729939	30776112	5352.93	3667.88	1
359	2005	7	24	30410538	30918324	9275.17	9092.18	1
360	2022	10	9	30373771	30142799	5974.59	8541.37	0
361	2005	4	8	30217051	30099229	9611.87	165.96	1
362	2023	4	19	30627181	30249524	3262.55	3773.57	0
363	2020	11	11	30252712	30919020	1800.66	2092.84	0
364	2016	10	1	30749794	30803731	3220.15	7240.9	0
365	2024	12	19	30313034	30448673	3771.0	7221.19	0
366	2023	7	22	30643851	30989589	903.4	4887.96	0
367	2008	2	10	30806662	30272355	1253.23	441.82	1
368	2009	9	28	30684286	30794432	4896.12	8175.43	0
369	2014	11	14	30360767	30235127	8273.28	7241.48	1
370	2020	7	6	30245915	30398874	5199.15	9573.31	0
371	2008	7	11	30210383	30841554	2765.91	658.65	1
372	2010	7	21	30562238	30295275	2915.0	2872.93	1
373	2006	8	19	30272837	30052789	5631.11	419.53	1
374	2015	10	8	30550224	30541867	3925.5	3867.82	1
375	2010	10	7	30204060	30491892	5341.85	2048.8	1
376	2016	3	14	30718525	30382531	3460.79	5929.31	0
377	2013	8	27	30517662	30734952	2052.71	3652.72	0
378	2008	9	28	30350503	30043435	4305.91	7683.47	0
379	2002	12	3	30814463	30406146	9095.07	9506.56	0
380	2005	9	11	30662702	30986312	9839.6	2610.55	1
381	2014	9	12	30531069	30334120	1460.47	9103.05	0
382	2001	9	21	30457793	30191446	4799.51	7752.13	0
383	2004	8	12	30413919	30988629	3722.6	7772.78	0
384	2024	4	8	30708218	30895095	3296.79	895.44	1
385	2005	10	11	30220218	30358585	9728.59	3517.2	1
386	2005	9	25	30422398	30156144	4557.37	6446.18	0
387	2001	4	14	30654502	30394209	6853.62	6153.41	1
388	2016	7	26	30969706	30083325	3611.42	949.54	1
389	2013	4	8	30806159	30547021	1447.88	9977.37	0
390	2000	8	10	30325140	30458403	2461.93	5395.86	0
391	2019	5	16	30554007	30231446	3241.2	3010.84	1
392	2020	10	9	30666006	30662804	4669.08	6429.44	0
393	2014	10	19	30202192	30670389	2408.67	6469.18	0
394	2009	10	18	30745306	30664082	4901.8	7150.76	0
395	2002	5	23	30543694	30489665	2192.64	1663.46	1
396	2003	5	18	30209489	30563854	1847.22	8614.12	0
397	2023	8	3	30594674	30036049	9381.97	8737.81	1
398	2020	3	5	30401454	30116493	8688.1	1216.07	1
399	2004	2	2	30014050	30202711	6144.14	990.87	1
400	2006	11	27	30653345	30641614	7197.28	6841.85	1
401	2019	4	2	30047551	30505926	7924.61	9209.12	0
402	2018	5	16	30391572	30819749	7476.55	9895.11	0
403	2019	10	24	30872532	30328098	4755.53	2037.8	1
404	2005	1	9	30576538	30946782	4588.72	5342.28	0
405	2021	1	26	30870874	30552816	7124.46	6508.12	1
406	2019	2	9	30105772	30153259	8090.79	2005.2	1
407	2023	12	28	30232570	30175599	1618.59	5431.24	0
408	2023	7	21	30026151	30575003	4568.51	1209.47	1
409	2018	3	18	30053003	30638273	8836.87	437.12	1
410	2016	1	16	30679219	30593991	1718.89	5785.42	0
411	2007	1	26	30395484	30270888	3726.51	8791.1	0
412	2002	8	9	30595591	30290962	5055.13	8821.87	0
413	2013	10	8	30927477	30007248	5201.63	6630.87	0
414	2000	4	8	30100469	30372505	1724.56	491.79	1
415	2007	12	3	30126733	30305909	230.92	9989.18	0
416	2000	5	7	30621819	30105757	6027.81	5031.31	1
417	2001	9	13	30191403	30050751	9322.48	168.71	1
418	2004	11	17	30338503	30032595	7073.89	682.45	1
419	2003	2	10	30395817	30676430	3072.95	2695.21	1
420	2013	5	6	30207987	30888405	7222.8	2574.49	1
421	2000	2	7	30433880	30542395	3209.82	6653.57	0
422	2020	3	6	30312791	30789075	7016.35	2697.62	1
423	2008	4	1	30581581	30388656	7774.79	6590.98	1
424	2003	5	3	30578734	30305529	1507.16	4037.91	0
425	2016	6	8	30622923	30898631	2322.99	5231.83	0
426	2023	10	22	30994053	30230509	7201.75	7217.58	0
427	2008	8	5	30930331	30646607	6898.44	6435.55	1
428	2017	9	28	30335597	30825237	5180.68	5587.26	0
429	2020	11	22	30553528	30769329	6295.56	6184.86	1
430	2018	5	23	30420923	30009837	2574.0	237.93	1
431	2023	2	9	30575395	30535300	2205.68	6447.35	0
432	2019	4	27	30173003	30943971	2513.7	841.67	1
433	2009	7	9	30606593	30458119	1455.41	3268.52	0
434	2013	4	28	30495852	30882351	1339.8	3271.48	0
435	2013	4	6	30558459	30026046	4857.09	1861.04	1
436	2024	3	1	30310593	30284542	8330.49	4110.76	1
437	2015	11	13	30699237	30917373	9059.18	8471.6	1
438	2012	1	10	30522296	30324561	918.41	7283.08	0
439	2012	9	3	30267036	30378813	4274.33	6280.9	0
440	2011	7	24	30499173	30644022	6792.33	4865.88	1
441	2020	12	19	30439442	30047665	9365.92	8729.42	1
442	2006	8	25	30395930	30793218	2626.64	6316.63	0
443	2017	6	23	30456806	30499204	5387.1	2565.29	1
444	2017	3	17	30371197	30011439	4392.25	353.27	1
445	2024	9	14	30085336	30236494	7032.96	654.19	1
446	2016	12	18	30313211	30635405	2422.44	2427.91	0
447	2015	11	13	30371622	30767452	542.78	7332.77	0
448	2001	11	12	30528217	30537063	3593.58	9678.49	0
449	2014	3	9	30741344	30327491	841.9	3865.71	0
450	2013	1	8	30664157	30092728	1143.39	4974.04	0
451	2023	3	7	30399821	30675029	8348.39	6576.12	1
452	2004	4	19	30677364	30763601	1403.97	1648.37	0
453	2016	8	16	30763002	30314693	5948.02	1171.15	1
454	2011	2	12	30932594	30243761	9533.91	2438.87	1
455	2022	4	11	30372198	30403317	7975.52	1954.5	1
456	2016	5	2	30285736	30771718	1543.71	6546.61	0
457	2002	6	1	30127512	30259254	7067.1	1225.69	1
458	2007	10	22	30403775	30185210	768.55	7542.21	0
459	2000	7	15	30032227	30423949	2693.61	7388.04	0
460	2018	9	19	30176422	30882138	1550.1	9520.89	0
461	2023	6	22	30425014	30198734	9736.75	4025.58	1
462	2021	12	17	30743345	30086336	1975.19	7667.14	0
463	2024	8	21	30749975	30573749	2207.66	8694.41	0
464	2011	1	25	30468769	30560152	9823.82	7609.7	1
465	2006	11	11	30134313	30307002	3039.38	2550.6	1
466	2004	8	26	30675103	30905096	5989.14	1393.87	1
467	2007	10	24	30105137	30956894	2071.1	2574.77	0
468	2019	5	17	30441234	30150609	2997.42	4437.71	0
469	2004	7	3	30959384	30637232	2911.46	4636.46	0
470	2015	4	4	30402887	30202606	63.88	2076.7	0
471	2009	7	7	30285745	30063306	4860.46	8176.46	0
472	2024	8	19	30009701	30427404	4776.02	732.5	1
473	2002	1	14	30047670	30318291	4700.61	1516.6	1
474	2002	12	22	30132620	30683281	8692.83	778.69	1
475	2017	12	10	30847691	30138156	1826.93	78.48	1
476	2016	8	16	30393429	30473124	3751.32	4590.57	0
477	2022	10	28	30307276	30059895	6910.99	3035.47	1
478	2024	4	4	30910143	30193888	462.03	5018.71	0
479	2005	2	17	30046516	30727509	4230.17	5816.04	0
480	2021	1	21	30825085	30361930	329.05	1586.5	0
481	2005	4	11	30459599	30682920	9971.18	1993.19	1
482	2005	6	1	30870429	30525107	3669.82	7368.95	0
483	2013	10	16	30336009	30862177	8784.01	7145.01	1
484	2022	7	11	30726960	30257726	3126.78	4658.85	0
485	2008	7	23	30131682	30544502	4591.74	6083.11	0
486	2019	1	8	30707018	30652586	1203.03	8809.21	0
